@relation 'aoipage english median self'

@attribute Average_Fixation_Duration numeric
@attribute Fixation_Duration_SD numeric
@attribute Longest_Fixation_Duration numeric
@attribute Refixation_Ratio numeric
@attribute Average_Saccade_Length numeric
@attribute Saccade_Length_SD numeric
@attribute Average_Saccade_Absolute_Angle numeric
@attribute Saccade_Absolute_Angle_SD numeric
@attribute Average_Saccade_Relative_Angle numeric
@attribute Saccade_Relative_Angle_SD numeric
@attribute Average_Left_Eye_Difference numeric
@attribute Left_Eye_Difference_SD numeric
@attribute Average_Right_Eye_Difference numeric
@attribute Right_Eye_Difference_SD numeric
@attribute Blink_Count numeric
@attribute Average_Blink_Duration numeric
@attribute Average_Fixation_Duration_AOI1 numeric
@attribute Fixation_Duration_SD_AOI1 numeric
@attribute Longest_Fixation_Duration_AOI1 numeric
@attribute Refixation_Ratio_AOI1 numeric
@attribute Average_Saccade_Length_AOI1 numeric
@attribute Saccade_Length_SD_AOI1 numeric
@attribute Average_Saccade_Absolute_Angle_AOI1 numeric
@attribute Saccade_Absolute_Angle_SD_AOI1 numeric
@attribute Average_Saccade_Relative_Angle_AOI1 numeric
@attribute Saccade_Relative_Angle_SD_AOI1 numeric
@attribute Average_Left_Eye_Difference_AOI1 numeric
@attribute Left_Eye_Difference_SD_AOI1 numeric
@attribute Average_Right_Eye_Difference_AOI1 numeric
@attribute Right_Eye_Difference_SD_AOI1 numeric
@attribute Blink_Count_AOI1 numeric
@attribute Average_Blink_Duration_AOI1 numeric
@attribute AOI_Language_AOI1 {English,Spanish,Chinese}
@attribute Previous_AOI_Language_AOI1 {English,Spanish,Chinese}
@attribute Language_Switch_AOI1 {No,Yes}
@attribute Average_Fixation_Duration_AOI2 numeric
@attribute Fixation_Duration_SD_AOI2 numeric
@attribute Longest_Fixation_Duration_AOI2 numeric
@attribute Refixation_Ratio_AOI2 numeric
@attribute Average_Saccade_Length_AOI2 numeric
@attribute Saccade_Length_SD_AOI2 numeric
@attribute Average_Saccade_Absolute_Angle_AOI2 numeric
@attribute Saccade_Absolute_Angle_SD_AOI2 numeric
@attribute Average_Saccade_Relative_Angle_AOI2 numeric
@attribute Saccade_Relative_Angle_SD_AOI2 numeric
@attribute Average_Left_Eye_Difference_AOI2 numeric
@attribute Left_Eye_Difference_SD_AOI2 numeric
@attribute Average_Right_Eye_Difference_AOI2 numeric
@attribute Right_Eye_Difference_SD_AOI2 numeric
@attribute Blink_Count_AOI2 numeric
@attribute Average_Blink_Duration_AOI2 numeric
@attribute AOI_Language_AOI2 {English,Spanish,Chinese}
@attribute Previous_AOI_Language_AOI2 {English,Spanish,Chinese}
@attribute Language_Switch_AOI2 {No,Yes}
@attribute Average_Fixation_Duration_AOI3 numeric
@attribute Fixation_Duration_SD_AOI3 numeric
@attribute Longest_Fixation_Duration_AOI3 numeric
@attribute Refixation_Ratio_AOI3 numeric
@attribute Average_Saccade_Length_AOI3 numeric
@attribute Saccade_Length_SD_AOI3 numeric
@attribute Average_Saccade_Absolute_Angle_AOI3 numeric
@attribute Saccade_Absolute_Angle_SD_AOI3 numeric
@attribute Average_Saccade_Relative_Angle_AOI3 numeric
@attribute Saccade_Relative_Angle_SD_AOI3 numeric
@attribute Average_Left_Eye_Difference_AOI3 numeric
@attribute Left_Eye_Difference_SD_AOI3 numeric
@attribute Average_Right_Eye_Difference_AOI3 numeric
@attribute Right_Eye_Difference_SD_AOI3 numeric
@attribute Blink_Count_AOI3 numeric
@attribute Average_Blink_Duration_AOI3 numeric
@attribute AOI_Language_AOI3 {English,Spanish,Chinese}
@attribute Previous_AOI_Language_AOI3 {English,Spanish,Chinese}
@attribute Language_Switch_AOI3 {No,Yes}
@attribute Average_Fixation_Duration_AOI4 numeric
@attribute Fixation_Duration_SD_AOI4 numeric
@attribute Longest_Fixation_Duration_AOI4 numeric
@attribute Refixation_Ratio_AOI4 numeric
@attribute Average_Saccade_Length_AOI4 numeric
@attribute Saccade_Length_SD_AOI4 numeric
@attribute Average_Saccade_Absolute_Angle_AOI4 numeric
@attribute Saccade_Absolute_Angle_SD_AOI4 numeric
@attribute Average_Saccade_Relative_Angle_AOI4 numeric
@attribute Saccade_Relative_Angle_SD_AOI4 numeric
@attribute Average_Left_Eye_Difference_AOI4 numeric
@attribute Left_Eye_Difference_SD_AOI4 numeric
@attribute Average_Right_Eye_Difference_AOI4 numeric
@attribute Right_Eye_Difference_SD_AOI4 numeric
@attribute Blink_Count_AOI4 numeric
@attribute Average_Blink_Duration_AOI4 numeric
@attribute AOI_Language_AOI4 {English,Spanish}
@attribute Previous_AOI_Language_AOI4 {English,Spanish,Chinese}
@attribute Language_Switch_AOI4 {No,Yes}
@attribute Average_Fixation_Duration_AOI5 numeric
@attribute Fixation_Duration_SD_AOI5 numeric
@attribute Longest_Fixation_Duration_AOI5 numeric
@attribute Refixation_Ratio_AOI5 numeric
@attribute Average_Saccade_Length_AOI5 numeric
@attribute Saccade_Length_SD_AOI5 numeric
@attribute Average_Saccade_Absolute_Angle_AOI5 numeric
@attribute Saccade_Absolute_Angle_SD_AOI5 numeric
@attribute Average_Saccade_Relative_Angle_AOI5 numeric
@attribute Saccade_Relative_Angle_SD_AOI5 numeric
@attribute Average_Left_Eye_Difference_AOI5 numeric
@attribute Left_Eye_Difference_SD_AOI5 numeric
@attribute Average_Right_Eye_Difference_AOI5 numeric
@attribute Right_Eye_Difference_SD_AOI5 numeric
@attribute Blink_Count_AOI5 numeric
@attribute Average_Blink_Duration_AOI5 numeric
@attribute AOI_Language_AOI5 {English,Spanish}
@attribute Previous_AOI_Language_AOI5 {English,Spanish}
@attribute Language_Switch_AOI5 {No,Yes}
@attribute Average_Fixation_Duration_AOI6 numeric
@attribute Fixation_Duration_SD_AOI6 numeric
@attribute Longest_Fixation_Duration_AOI6 numeric
@attribute Refixation_Ratio_AOI6 numeric
@attribute Average_Saccade_Length_AOI6 numeric
@attribute Saccade_Length_SD_AOI6 numeric
@attribute Average_Saccade_Absolute_Angle_AOI6 numeric
@attribute Saccade_Absolute_Angle_SD_AOI6 numeric
@attribute Average_Saccade_Relative_Angle_AOI6 numeric
@attribute Saccade_Relative_Angle_SD_AOI6 numeric
@attribute Average_Left_Eye_Difference_AOI6 numeric
@attribute Left_Eye_Difference_SD_AOI6 numeric
@attribute Average_Right_Eye_Difference_AOI6 numeric
@attribute Right_Eye_Difference_SD_AOI6 numeric
@attribute Blink_Count_AOI6 numeric
@attribute Average_Blink_Duration_AOI6 numeric
@attribute AOI_Language_AOI6 {English,Spanish}
@attribute Previous_AOI_Language_AOI6 {English,Spanish}
@attribute Language_Switch_AOI6 {No,Yes}
@attribute 'Number of English AOIs' numeric
@attribute 'Self Median' {High,Low}

@data
0.221111,0.091334,0.46216,0.172932,6.756587,116.480564,6.756587,98.108688,87.470145,57.127064,0.244021,0.34247,0.244021,0.34247,1,0.14748,0.268744,0.085233,0.44214,0.136364,-12.447618,153.186554,-12.447618,79.786949,99.725274,61.2308,0.330682,0.117107,0.330682,0.117107,0,0,English,English,No,0.197992,0.090017,0.46216,0.170732,4.450351,60.871895,4.450351,98.461739,97.545378,51.641741,0.316595,0.181451,0.316595,0.181451,0,0,English,English,No,0.197882,0.067293,0.34839,0.272727,20.302607,123.094036,20.302607,99.206333,76.895869,51.589619,0.316232,0.288767,0.316232,0.288767,0,0,English,English,No,0.188722,0.087994,0.33545,0.125,70.437349,127.78429,70.437349,85.682288,91.557163,74.14947,0.062064,0.348524,0.062064,0.348524,0,0,English,English,No,0.286622,0.101388,0.42944,0,-33.254348,96.154056,-33.254348,98.927995,77.75126,59.308105,-0.109991,0.094408,-0.109991,0.094408,0,0,English,English,No,0.28857,0,0.28857,0,98.519711,0,98.519711,0,2.565809,0,-0.182219,0,-0.182219,0,1,0.14748,English,English,No,6,Low
0.229216,0.112847,0.63574,0.198953,9.996308,94.281764,9.996308,99.273799,90.716337,58.604525,0.074181,0.267047,0.074181,0.267047,1,0.03133,0.229493,0.094776,0.43506,0.25,-0.525197,61.24553,-0.525197,106.76764,84.43361,59.509804,0.220065,0.089399,0.220065,0.089399,0,0,English,English,No,0.199772,0.107577,0.57593,0.236111,4.80209,61.228712,4.80209,96.369133,86.328026,56.41957,0.178445,0.229191,0.178445,0.229191,0,0,English,English,No,0.244568,0.126237,0.63574,0.207547,9.485051,120.251895,9.485051,98.242317,96.985963,59.721334,0.035392,0.155165,0.035392,0.155165,0,0,English,English,No,0.249198,0.098928,0.44238,0.16,42.279762,46.080508,42.279762,90.931471,93.234439,48.296305,-0.084462,0.121888,-0.084462,0.121888,1,0.03133,English,English,No,0.27234,0.091602,0.42188,0,18.822436,145.459421,18.822436,130.078294,115.60603,69.19374,-0.163596,0.089737,-0.163596,0.089737,0,0,English,English,No,0.279784,0.107637,0.41504,0,-14.90358,116.141684,-14.90358,74.259839,76.536742,70.566755,-0.316738,0.084054,-0.316738,0.084054,0,0,English,English,No,6,Low
0.225433,0.126809,0.91089,0.205607,0.160914,78.007328,0.160914,91.356088,98.47245,56.112256,0.077042,0.281771,0.077042,0.281771,2,0.13092,0.20373,0.112829,0.73682,0.270588,-17.16765,68.810063,-17.16765,89.918452,97.070718,54.349641,0.207801,0.154739,0.207801,0.154739,2,0.13092,English,English,No,0.216076,0.117032,0.74365,0.253968,15.521297,81.21211,15.521297,99.150051,101.592179,60.794426,0.132344,0.222073,0.132344,0.222073,0,0,English,English,No,0.232757,0.115254,0.58936,0.074074,-0.499253,74.851934,-0.499253,95.714011,81.714437,53.429499,-0.027666,0.151214,-0.027666,0.151214,0,0,English,English,No,0.222804,0.075317,0.42212,0.1,8.509738,113.185536,8.509738,75.485359,99.144405,49.910261,-0.204563,0.111876,-0.204563,0.111876,0,0,English,English,No,0.344771,0.20245,0.91089,0.058824,22.361997,62.645436,22.361997,63.086165,121.082991,43.731212,-0.233694,0.114668,-0.233694,0.114668,0,0,English,English,No,0.355595,0.046265,0.40186,0,-10.512396,11.532966,-10.512396,5.921166,87.098599,81.059069,-0.464534,0.06427,-0.464534,0.06427,0,0,English,English,No,6,Low
0.210483,0.07889,0.44092,0.117647,21.375425,58.102207,21.375425,95.92421,112.961445,48.978162,0.036749,0.329331,0.036749,0.329331,2,0.105595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,English,English,No,0.205988,0.064743,0.33472,0.111111,-16.963241,39.87278,-16.963241,82.767115,116.173228,34.197244,0.283593,0.210418,0.283593,0.210418,0,0,English,English,No,0.258643,0.108389,0.44092,0.2,17.678463,48.33137,17.678463,62.321106,117.087956,46.208626,0.012834,0.128576,0.012834,0.128576,1,0.09413,English,English,No,0.195976,0.057223,0.33521,0.142857,55.490585,72.08273,55.490585,110.169678,104.264298,62.876105,-0.080462,0.126033,-0.080462,0.126033,1,0.11706,English,English,No,0.199555,0.069853,0.36743,0,37.699913,62.963578,37.699913,98.778776,108.01314,48.866451,-0.206023,0.087863,-0.206023,0.087863,0,0,English,English,No,0.10034,0,0.10034,0,140.232872,0,140.232872,0,175.230743,0,-0.361249,0,-0.361249,0,0,0,English,English,No,6,Low
0.219023,0.137082,0.89063,0.198238,18.934045,115.970696,18.934045,103.031632,86.517348,53.396171,0.162434,0.335282,0.162434,0.335282,4,0.116585,0.231869,0.151811,0.67676,0.066667,-9.34338,60.002462,-9.34338,84.150943,85.994215,50.576386,0.199045,0.403247,0.199045,0.403247,0,0,English,English,No,0.197127,0.117888,0.78369,0.283784,5.710481,116.856912,5.710481,101.856383,91.233709,51.791646,0.365628,0.329017,0.365628,0.329017,1,0.07336,English,English,No,0.194722,0.095337,0.5166,0.245614,20.992981,82.533476,20.992981,103.837507,79.325109,53.179254,0.197955,0.218029,0.197955,0.218029,3,0.130993,English,English,No,0.239746,0.161775,0.89063,0.181818,35.101693,89.733098,35.101693,104.747354,86.0526,54.034331,0.041892,0.158552,0.041892,0.158552,0,0,English,English,No,0.291455,0.185946,0.79932,0,51.726159,195.03009,51.726159,93.948052,85.694379,53.408108,-0.098188,0.179321,-0.098188,0.179321,0,0,English,English,No,0.245634,0.137833,0.58301,0.058824,14.117981,105.766941,14.117981,109.360279,92.735119,58.58802,-0.331755,0.082166,-0.331755,0.082166,0,0,English,English,No,6,Low
0.24243,0.164879,0.92529,0.216216,24.60435,118.672788,24.60435,95.833372,83.523122,56.292208,0.13908,0.378147,0.13908,0.378147,0,0,0.267401,0.162658,0.56885,0,-60.373174,156.247932,-60.373174,43.40255,107.198949,43.198352,-0.159694,0.067937,-0.159694,0.067937,0,0,English,English,No,0.151856,0.064665,0.28906,0,29.7041,74.723521,29.7041,93.741158,73.740134,59.662064,0.405189,0.436316,0.405189,0.436316,0,0,English,English,No,0.167683,0.075669,0.34814,0.166667,-27.431263,133.310272,-27.431263,76.905737,78.730588,58.41215,0.258784,0.344915,0.258784,0.344915,0,0,English,English,No,0.259465,0.157321,0.92529,0.338462,43.263892,115.687234,43.263892,96.369279,80.681266,55.407555,0.10368,0.26106,0.10368,0.26106,0,0,English,English,No,0.43343,0.239567,0.60986,0,81.269249,27.940331,81.269249,45.176741,107.521732,33.758249,-0.101966,0.068357,-0.101966,0.068357,0,0,English,English,No,0.90527,0,0.90527,0,104.024241,0,104.024241,0,179.200949,0,-0.149029,0,-0.149029,0,0,0,English,English,No,6,Low
0.246928,0.131212,0.76563,0.098361,15.196735,113.667416,15.196735,103.050947,97.63977,49.604755,-0.145014,0.26165,-0.145014,0.26165,0,0,0.76563,0,0.76563,0,102.941865,0,102.941865,0,171.276778,0,-0.001234,0,-0.001234,0,0,0,English,?,Yes,0.202011,0.091769,0.39063,0.071429,43.977989,142.273349,43.977989,111.281183,110.712231,49.864188,0.175015,0.112611,0.175015,0.112611,0,0,English,English,No,0.229781,0.133098,0.48438,0.117647,6.671108,115.044049,6.671108,87.971474,104.06304,38.291363,-0.130632,0.162607,-0.130632,0.162607,0,0,English,English,No,0.244795,0.07084,0.375,0,-12.226126,82.953423,-12.226126,110.866005,74.16047,45.266927,-0.241206,0.143192,-0.241206,0.143192,0,0,English,English,No,0.265627,0.112339,0.59375,0.153846,-23.424858,44.76687,-23.424858,112.516681,95.873339,58.689363,-0.389441,0.250986,-0.389441,0.250986,0,0,English,English,No,0.264063,0.112771,0.4375,0.1,47.283821,127.301342,47.283821,70.568425,77.439003,41.647368,-0.280668,0.273043,-0.280668,0.273043,0,0,?,English,Yes,6,High
0.235104,0.108145,0.51563,0,13.333622,99.590173,13.333622,95.12978,91.081899,59.389716,-0.140171,0.289209,-0.140171,0.289209,2,0.209395,0.263891,0.101111,0.46875,0,-40.748985,113.928957,-40.748985,108.910797,69.471996,60.660385,-0.364615,0.214109,-0.364615,0.214109,1,0.20324,English,English,No,0.214491,0.085345,0.34375,0,37.425526,113.098596,37.425526,76.546589,90.230048,54.314996,-0.16481,0.307656,-0.16481,0.307656,1,0.21555,English,English,No,0.246095,0.129023,0.375,0,30.692077,35.64747,30.692077,103.882723,138.722692,34.388758,-0.447775,0.106481,-0.447775,0.106481,0,0,English,English,No,0.176341,0.070726,0.28125,0,32.485921,60.437968,32.485921,92.087395,96.351763,56.254962,0.286529,0.11626,0.286529,0.11626,0,0,English,Spanish,Yes,0.337502,0.140661,0.51563,0,-5.369563,95.56046,-5.369563,82.739719,102.916858,56.434213,0.137057,0.140898,0.137057,0.140898,0,0,English,English,No,0.209824,0.07226,0.3125,0,29.297701,108.688262,29.297701,76.678797,79.257966,63.390948,-0.291597,0.252562,-0.291597,0.252562,0,0,English,English,No,6,High
0.228425,0.09356,0.48438,0.079365,1.161857,117.773648,1.161857,105.600472,95.331113,56.415309,-0.127177,0.251727,-0.127177,0.251727,2,0.1822,0.220174,0.072817,0.34375,0.090909,17.471833,117.399203,17.471833,110.958938,79.636387,55.445539,-0.085144,0.233258,-0.085144,0.233258,1,0.15533,English,English,No,0.227867,0.107207,0.4375,0.083333,-57.810705,118.058901,-57.810705,97.912527,101.165508,61.604604,-0.185281,0.291948,-0.185281,0.291948,0,0,English,English,No,0.244421,0.115064,0.48438,0,24.119574,100.758198,24.119574,95.06579,89.757355,61.377321,-0.38596,0.191416,-0.38596,0.191416,0,0,English,English,No,0.24219,0.074798,0.40625,0,15.882016,61.396366,15.882016,115.232408,108.492629,52.403192,-0.258136,0.231163,-0.258136,0.231163,1,0.20907,English,English,No,0.29688,0.09375,0.39063,0,-44.526261,23.515165,-44.526261,72.530444,98.048006,63.108895,0.06478,0.23961,0.06478,0.23961,0,0,?,English,Yes,0.209204,0.073498,0.34375,0.166667,12.823425,143.96615,12.823425,98.71129,100.678833,46.456141,0.092948,0.145885,0.092948,0.145885,0,0,English,English,No,6,High
0.280574,0.149975,0.76563,0,35.6926,174.982609,35.6926,93.80226,73.875047,55.681289,0.034411,0.181071,0.034411,0.181071,2,0.192765,0.156255,0.046875,0.20313,0,81.696377,63.836049,81.696377,67.60598,105.567877,44.570511,-0.03963,0.02097,-0.03963,0.02097,1,0.1969,English,English,No,0.177087,0.065468,0.26563,0,60.710037,31.147221,60.710037,66.462506,114.801479,63.419177,-0.098391,0.064631,-0.098391,0.064631,0,0,English,English,No,0.54688,0.21875,0.76563,0,-0.777278,8.345423,-0.777278,12.796475,47.799351,13.76107,-0.180654,0.115475,-0.180654,0.115475,0,0,English,English,No,0.396878,0.073022,0.51563,0,80.024241,85.119675,80.024241,75.583233,55.581648,41.41895,-0.097112,0.111984,-0.097112,0.111984,0,0,English,English,No,0.17969,0.00781,0.1875,0,86.620522,23.598191,86.620522,16.73686,25.71429,1.796376,0.017456,0.084095,0.017456,0.084095,0,0,English,English,No,0.241322,0.088729,0.39063,0,-10.711194,237.203881,-10.711194,109.222031,79.850041,58.954152,0.205146,0.205563,0.205146,0.205563,1,0.18863,English,Spanish,Yes,6,High
0.268094,0.122639,0.5,0,17.996175,134.236504,17.996175,98.450159,90.206034,58.803153,-0.106643,0.320587,-0.106643,0.320587,0,0,0.453125,0.046875,0.5,0,143.48397,87.309596,143.48397,5.83691,37.187868,1.925937,-0.11218,0.10831,-0.11218,0.10831,0,0,English,English,No,0.218755,0.046875,0.26563,0,-95.642087,167.42386,-95.642087,17.439197,100.355747,71.036239,-0.13785,0.26202,-0.13785,0.26202,0,0,English,English,No,0.385417,0.064213,0.46875,0,30.015036,19.710874,30.015036,46.834609,123.975419,40.695855,-0.467705,0.058197,-0.467705,0.058197,0,0,English,English,No,0.253908,0.113953,0.4375,0,4.365928,101.206713,4.365928,36.382994,86.794601,57.237441,-0.214412,0.193667,-0.214412,0.193667,0,0,English,English,No,0.23438,0,0.23438,0,166.114547,0,166.114547,0,3.683444,0,-0.260435,0,-0.260435,0,0,0,English,English,No,0.191967,0.089062,0.35938,0,-3.9114,164.133637,-3.9114,111.999809,102.291332,53.078978,0.183612,0.095568,0.183612,0.095568,0,0,English,Spanish,Yes,6,High
0.2595,0.103324,0.54688,0.039216,28.016388,165.35516,28.016388,98.446736,94.613751,63.108545,-0.0757,0.237528,-0.0757,0.237528,1,0.20784,0.24219,0.05469,0.29688,0,111.743386,305.6314,111.743386,10.759482,97.268936,61.212099,0.100831,0.0905,0.100831,0.0905,0,0,English,English,No,0.242899,0.079495,0.4375,0,50.345354,174.809012,50.345354,90.207263,84.976814,53.083726,0.142522,0.124667,0.142522,0.124667,0,0,English,English,No,0.282989,0.093877,0.4375,0,-12.270411,248.07262,-12.270411,72.119014,99.750122,58.471169,-0.181609,0.235962,-0.181609,0.235962,0,0,?,English,Yes,0.255582,0.102222,0.46875,0.071429,55.098295,105.235307,55.098295,104.309751,107.440133,60.147881,-0.24119,0.123005,-0.24119,0.123005,0,0,English,?,Yes,0.236609,0.086967,0.40625,0,1.311146,25.860819,1.311146,93.59146,92.893372,73.838677,-0.163712,0.17981,-0.163712,0.17981,1,0.20784,English,English,No,0.287112,0.146563,0.54688,0.125,-2.321292,55.37102,-2.321292,104.492141,80.481488,70.576237,0.072469,0.249576,0.072469,0.249576,0,0,English,English,No,6,High
0.351135,0.168326,0.76465,0.083333,31.082892,65.075624,31.082892,87.166435,84.88105,63.083203,-0.09868,0.329702,-0.09868,0.329702,0,0,0.494629,0.201396,0.76465,0.083333,50.064564,33.393992,50.064564,68.151328,78.901078,53.287491,-0.218023,0.074129,-0.218023,0.074129,0,0,English,English,No,0.361762,0.126477,0.54932,0,40.867904,98.303304,40.867904,96.510694,98.473376,60.510993,0.373602,0.42209,0.373602,0.42209,0,0,English,English,No,0.26606,0.092114,0.44092,0.333333,24.455746,29.371759,24.455746,101.692807,51.508332,63.347087,0.117148,0.119554,0.117148,0.119554,0,0,English,English,No,0.28087,0.110322,0.50928,0,-1.595229,79.120798,-1.595229,100.854795,76.447419,59.807342,-0.179611,0.09987,-0.179611,0.09987,0,0,English,English,No,0.30166,0.095674,0.43555,0,25.136945,40.420491,25.136945,43.295201,120.853161,60.179156,-0.583246,0.107765,-0.583246,0.107765,0,0,English,English,No,0.308105,0.173445,0.48193,0,47.99088,33.737803,47.99088,60.492221,121.337384,57.072678,-0.521327,0.107549,-0.521327,0.107549,0,0,English,English,No,6,High
0.370222,0.209366,1.25195,0.035714,25.295581,78.582393,25.295581,74.637845,96.479807,60.898922,-0.178436,0.354791,-0.178436,0.354791,0,0,0.281901,0.126682,0.64941,0,2.586095,77.588416,2.586095,66.977902,102.534652,59.772381,-0.308955,0.057112,-0.308955,0.057112,0,0,English,Spanish,Yes,0.428125,0.28883,1.25195,0.066667,36.335011,50.392024,36.335011,83.431817,86.072559,59.725321,0.228978,0.438492,0.228978,0.438492,0,0,English,English,No,0.404403,0.202248,0.83105,0,35.407271,131.998752,35.407271,82.834944,105.101375,51.664857,0.007134,0.102502,0.007134,0.102502,0,0,English,English,No,0.337696,0.128707,0.53418,0,18.52601,50.31614,18.52601,35.135502,125.019445,50.737228,-0.311584,0.069794,-0.311584,0.069794,0,0,English,English,No,0.447634,0.16359,0.68945,0,29.211729,50.269379,29.211729,60.992542,97.821606,74.466022,-0.631265,0.082112,-0.631265,0.082112,0,0,English,English,No,0.29321,0.103467,0.46875,0.25,46.936654,24.648594,46.936654,86.40675,55.044641,37.195647,-0.562232,0.236926,-0.562232,0.236926,0,0,English,English,No,6,High
0.309687,0.137087,0.86426,0.02381,12.990272,105.723448,12.990272,92.194763,98.745552,58.425439,-0.263242,0.376558,-0.263242,0.376558,0,0,0.304976,0.129291,0.60938,0.058824,-20.126526,103.820778,-20.126526,97.479254,96.726579,57.358448,-0.321436,0.089175,-0.321436,0.089175,0,0,English,Spanish,Yes,0.278972,0.079266,0.36914,0,11.71087,182.114754,11.71087,78.847649,117.855632,54.363749,0.206251,0.412918,0.206251,0.412918,0,0,English,English,No,0.242675,0.073651,0.375,0,19.490707,61.428472,19.490707,85.699302,94.834147,57.734226,0.060525,0.142965,0.060525,0.142965,0,0,English,English,No,0.460613,0.288192,0.86426,0,77.14935,22.264703,77.14935,64.175121,76.842375,42.679769,-0.300992,0.053382,-0.300992,0.053382,0,0,English,English,No,0.313866,0.107922,0.52246,0,50.875511,51.078896,50.875511,73.556136,118.644085,68.434345,-0.615216,0.065234,-0.615216,0.065234,0,0,English,English,No,0.348242,0.06107,0.42871,0,42.941462,85.543126,42.941462,79.702975,80.615024,51.789385,-0.64267,0.145839,-0.64267,0.145839,0,0,English,English,No,6,High
0.301902,0.158928,0.90332,0.08642,17.428464,140.635692,17.428464,89.516529,93.197679,66.319907,-0.106359,0.344126,-0.106359,0.344126,1,0.12516,0.349024,0.145884,0.69141,0.1,29.694604,181.504048,29.694604,91.411814,63.799289,71.742938,-0.617285,0.104012,-0.617285,0.104012,1,0.12516,English,English,No,0.401952,0.132454,0.53027,0,57.22304,88.200056,57.22304,83.897164,87.31292,69.690629,-0.622012,0.05436,-0.622012,0.05436,0,0,English,English,No,0.307616,0.208737,0.90332,0.142857,18.493309,175.35137,18.493309,90.639078,112.883377,60.36332,0.293329,0.381284,0.293329,0.381284,0,0,English,?,Yes,0.307616,0.208737,0.90332,0.142857,18.493309,175.35137,18.493309,90.639078,112.883377,60.36332,0.293329,0.381284,0.293329,0.381284,0,0,English,English,No,0.372802,0.226249,0.75,0,77.7851,42.908313,77.7851,66.644572,76.974068,20.319329,-0.003857,0.066372,-0.003857,0.066372,0,0,English,English,No,0.312745,0.121126,0.60254,0,0.441686,103.27113,0.441686,82.889084,85.819744,70.16414,-0.336304,0.178386,-0.336304,0.178386,0,0,English,English,No,6,High
0.302103,0.153515,0.82324,0.117647,11.933979,98.887091,11.933979,91.453182,93.126678,61.071755,-0.070136,0.356935,-0.070136,0.356935,1,0.15594,0.255415,0.124358,0.51563,0,49.585503,192.305352,49.585503,94.191445,102.388531,68.108679,0.38539,0.315113,0.38539,0.315113,0,0,English,English,No,0.347493,0.145704,0.65723,0,96.743131,10.811014,96.743131,71.193088,78.756101,65.678391,-0.08107,0.067208,-0.08107,0.067208,0,0,English,English,No,0.310438,0.134202,0.5752,0,-0.175522,37.896296,-0.175522,74.54729,109.544551,55.70773,-0.335525,0.140739,-0.335525,0.140739,0,0,English,English,No,0.292876,0.146833,0.74805,0.285714,8.581831,85.899097,8.581831,99.549658,71.611971,59.281633,-0.475357,0.170383,-0.475357,0.170383,0,0,English,English,No,0.236575,0.059039,0.37598,0,57.934955,36.493897,57.934955,66.968132,108.983535,57.624578,-0.500069,0.13539,-0.500069,0.13539,1,0.15594,English,English,No,0.255415,0.124358,0.51563,0,49.585503,192.305352,49.585503,94.191445,102.388531,68.108679,0.38539,0.315113,0.38539,0.315113,0,0,English,?,Yes,6,High
0.258427,0.128927,0.83008,0.048387,35.403342,131.163199,35.403342,81.975291,98.779068,62.777746,-0.05077,0.465288,-0.05077,0.465288,2,0.1215,0.254395,0.127881,0.53027,0,28.927517,111.681134,28.927517,47.984777,86.257286,63.090613,-0.62155,0.114292,-0.62155,0.114292,0,0,English,English,No,0.22726,0.070755,0.3623,0,44.4128,119.973231,44.4128,85.11133,127.165815,58.299175,-0.486592,0.219315,-0.486592,0.219315,0,0,English,English,No,0.267761,0.17067,0.83008,0.1875,24.234958,159.787701,24.234958,97.481472,66.275133,44.733194,0.365187,0.577487,0.365187,0.577487,0,0,Spanish,English,Yes,0.293044,0.149001,0.61719,0,50.347904,147.069356,50.347904,77.243354,119.35192,55.677821,0.308573,0.127235,0.308573,0.127235,0,0,?,Spanish,Yes,0.255059,0.088068,0.42871,0,6.04252,117.147187,6.04252,68.72082,91.852987,67.900685,-0.160024,0.160496,-0.160024,0.160496,0,0,English,?,Yes,0.222873,0.049498,0.32813,0,66.866965,57.981632,66.866965,71.83897,121.581979,66.20077,-0.422193,0.171459,-0.422193,0.171459,2,0.1215,English,English,No,6,High
0.31308,0.156955,0.75146,0.047619,39.428481,164.644432,39.428481,90.826477,107.627911,55.807999,0.07421,0.287432,0.07421,0.287432,0,0,0.180115,0.08745,0.32837,0,-19.660129,51.868587,-19.660129,78.17924,126.187038,61.706891,0.184477,0.0982,0.184477,0.0982,0,0,English,Spanish,Yes,0.347314,0.076372,0.42871,0,81.841488,154.732899,81.841488,69.039651,98.402291,52.053434,0.264287,0.139097,0.264287,0.139097,0,0,English,English,No,0.194987,0.079366,0.30078,0.333333,-18.263366,220.768348,-18.263366,96.555987,159.596912,15.032478,0.180731,0.28013,0.180731,0.28013,0,0,English,English,No,0.409257,0.103731,0.54272,0,39.747196,40.699876,39.747196,103.627826,74.304601,36.473973,0.066711,0.148239,0.066711,0.148239,0,0,English,English,No,0.39541,0.21266,0.75146,0,67.100997,149.304463,67.100997,70.184047,98.458381,58.036172,-0.152055,0.090147,-0.152055,0.090147,0,0,English,English,No,0.32788,0,0.32788,0,97.474709,0,97.474709,0,69.430077,0,-0.266189,0,-0.266189,0,0,0,English,English,No,6,High
